Experiment Number,ROB Size,IQ Size,LQ Size,SQ Size,Number of Physical Registers,CPU Fetch Width,Number of Cycles,Power
10619,32,1024,128,128,512,6,29904657,17.8715
10620,32,1024,128,128,512,8,31564226,29.2383
10621,32,1024,128,128,1024,2,32765878,8.2269
10622,32,1024,128,128,1024,4,30451204,11.7965
10623,32,1024,128,128,1024,6,29904657,22.9058
10624,32,1024,128,128,1024,8,31564226,145.801
10625,32,1024,128,128,2048,2,32765878,8.57894
10626,32,1024,128,128,2048,4,30451204,12.7891
10627,32,1024,128,256,64,2,32778263,7.30607
10628,32,1024,128,256,64,4,30927552,8.01246
10629,32,1024,128,256,64,6,31562849,12.4145
10630,32,1024,128,256,64,8,28884842,18.0245
10631,32,1024,128,256,128,2,32765878,7.33763
10632,32,1024,128,256,128,4,30451204,8.08839
10633,32,1024,128,256,128,6,29903760,12.5514
10634,32,1024,128,256,128,8,30565428,18.2425
10635,32,1024,128,256,256,2,32765878,7.39085
10636,32,1024,128,256,256,4,30451204,8.23022
10637,32,1024,128,256,256,6,29903760,16.069
10638,32,1024,128,256,256,8,30565428,25.6081
10639,32,1024,128,256,512,2,32765878,8.06087
10640,32,1024,128,256,512,4,30451204,10.7042
10641,32,1024,128,256,512,6,29903760,17.9114
10642,32,1024,128,256,512,8,30565428,29.2782
10643,32,1024,128,256,1024,2,32765878,8.267
10644,32,1024,128,256,1024,4,30451204,11.8365
10645,32,1024,128,256,1024,6,29903760,22.9458
10646,32,1024,128,256,1024,8,30565428,145.841
10647,32,1024,128,256,2048,2,32765878,8.61914
10648,32,1024,128,256,2048,4,30451204,12.8293
10649,32,1024,128,512,64,2,32778263,8.97812
10650,32,1024,128,512,64,4,30927552,9.68408
10651,32,1024,128,512,64,6,31562849,14.0849
10652,32,1024,128,512,64,8,28884842,19.6938
10653,32,1024,128,512,128,2,32765878,9.01084
10654,32,1024,128,512,128,4,30451204,9.76112
10655,32,1024,128,512,128,6,29903760,14.2229
10656,32,1024,128,512,128,8,30565428,19.9128
10657,32,1024,128,512,256,2,32765878,9.06518
10658,32,1024,128,512,256,4,30451204,9.90397
10659,32,1024,128,512,256,6,29903760,17.7406
10660,32,1024,128,512,256,8,30565428,27.2782
10661,32,1024,128,512,512,2,32765878,9.73584
10662,32,1024,128,512,512,4,30451204,12.3781
10663,32,1024,128,512,512,6,29903760,19.5836
10664,32,1024,128,512,512,8,30565428,30.9486
10665,32,1024,128,512,1024,2,32765878,9.94292
10666,32,1024,128,512,1024,4,30451204,13.5106
10667,32,1024,128,512,1024,6,29903760,24.6172
10668,32,1024,128,512,1024,8,30565428,147.507
10669,32,1024,128,512,2048,2,32765878,10.2959
10670,32,1024,128,512,2048,4,30451204,14.5037
10671,32,1024,128,1024,64,2,32778263,9.20211
10672,32,1024,128,1024,64,4,30927552,9.90801
10673,32,1024,128,1024,64,6,31562849,14.3087
10674,32,1024,128,1024,64,8,28884842,19.9174
10675,32,1024,128,1024,128,2,32765878,9.23504
10676,32,1024,128,1024,128,4,30451204,9.98526
10677,32,1024,128,1024,128,6,29903760,14.4469
10678,32,1024,128,1024,128,8,30565428,20.1367
10679,32,1024,128,1024,256,2,32765878,9.2896
10680,32,1024,128,1024,256,4,30451204,10.1283
10681,32,1024,128,1024,256,6,29903760,17.9647
10682,32,1024,128,1024,256,8,30565428,27.502
10683,32,1024,128,1024,512,2,32765878,9.9604
10684,32,1024,128,1024,512,4,30451204,12.6025
10685,32,1024,128,1024,512,6,29903760,19.8078
10686,32,1024,128,1024,512,8,30565428,31.1725
10687,32,1024,128,1024,1024,2,32765878,10.1677
10688,32,1024,128,1024,1024,4,30451204,13.7351
10689,32,1024,128,1024,1024,6,29903760,24.8413
10690,32,1024,128,1024,1024,8,30565428,147.73
10691,32,1024,128,1024,2048,2,32765878,10.5208
10692,32,1024,128,1024,2048,4,30451204,14.7283
10693,32,1024,256,16,64,2,32383099,7.26791
10694,32,1024,256,16,64,4,30858104,7.97431
10695,32,1024,256,16,64,6,29983843,12.3764
10696,32,1024,256,16,64,8,31549333,17.9864
10697,32,1024,256,16,128,2,31019048,7.29938
10698,32,1024,256,16,128,4,30937118,8.05015
10699,32,1024,256,16,128,6,29966714,12.5132
10700,32,1024,256,16,128,8,31519062,18.2043
10701,32,1024,256,16,256,2,31019048,7.3525
10702,32,1024,256,16,256,4,30937118,8.19189
10703,32,1024,256,16,256,6,29966714,16.0307
10704,32,1024,256,16,256,8,31519062,25.5698
10705,32,1024,256,16,512,2,31019048,8.02244
10706,32,1024,256,16,512,4,30937118,10.6658
10707,32,1024,256,16,512,6,29966714,17.873
10708,32,1024,256,16,512,8,31519062,29.2398
10709,32,1024,256,16,1024,2,31019048,8.22848
10710,32,1024,256,16,1024,4,30937118,11.798
10711,32,1024,256,16,1024,6,29966714,22.9074
10712,32,1024,256,16,1024,8,31519062,145.803
10713,32,1024,256,16,2048,2,31019048,8.58053
10714,32,1024,256,16,2048,4,30937118,12.7907
10715,32,1024,256,64,64,2,32778263,7.28546
10716,32,1024,256,64,64,4,30927552,7.99186
10717,32,1024,256,64,64,6,31566145,12.3939
10718,32,1024,256,64,64,8,28885374,18.0039
10719,32,1024,256,64,128,2,32765878,7.31697
10720,32,1024,256,64,128,4,30451204,8.06774
10721,32,1024,256,64,128,6,29904677,12.5308
10722,32,1024,256,64,128,8,30565434,18.2219
10723,32,1024,256,64,256,2,32765878,7.37014
10724,32,1024,256,64,256,4,30451204,8.20952
10725,32,1024,256,64,256,6,29904677,16.0483
10726,32,1024,256,64,256,8,30565434,25.5874
10727,32,1024,256,64,512,2,32765878,8.04011
10728,32,1024,256,64,512,4,30451204,10.6835
10729,32,1024,256,64,512,6,29904677,17.8907
10730,32,1024,256,64,512,8,30565434,29.2575
10731,32,1024,256,64,1024,2,32765878,8.24619
10732,32,1024,256,64,1024,4,30451204,11.8157
10733,32,1024,256,64,1024,6,29904677,22.925
10734,32,1024,256,64,1024,8,30565434,145.82
10735,32,1024,256,64,2048,2,32765878,8.59828
10736,32,1024,256,64,2048,4,30451204,12.8084
10737,32,1024,256,128,64,2,32778263,7.30607
10738,32,1024,256,128,64,4,30927552,8.01246
10739,32,1024,256,128,64,6,31566145,12.4145
10740,32,1024,256,128,64,8,30592676,18.0245
10741,32,1024,256,128,128,2,32765878,7.33763
10742,32,1024,256,128,128,4,30451204,8.08839
10743,32,1024,256,128,128,6,29904657,12.5514
10744,32,1024,256,128,128,8,31564226,18.2425
10745,32,1024,256,128,256,2,32765878,7.39085
10746,32,1024,256,128,256,4,30451204,8.23022
10747,32,1024,256,128,256,6,29904657,16.069
10748,32,1024,256,128,256,8,31564226,25.6081
10749,32,1024,256,128,512,2,32765878,8.06087
10750,32,1024,256,128,512,4,30451204,10.7042
10751,32,1024,256,128,512,6,29904657,17.9114
10752,32,1024,256,128,512,8,31564226,29.2782
10753,32,1024,256,128,1024,2,32765878,8.267
10754,32,1024,256,128,1024,4,30451204,11.8365
10755,32,1024,256,128,1024,6,29904657,22.9458
10756,32,1024,256,128,1024,8,31564226,145.841
10757,32,1024,256,128,2048,2,32765878,8.61914
10758,32,1024,256,128,2048,4,30451204,12.8293
10759,32,1024,256,256,64,2,32778263,7.34577
10760,32,1024,256,256,64,4,30927552,8.05215
10761,32,1024,256,256,64,6,31562849,12.4542
10762,32,1024,256,256,64,8,28884842,18.0641
10763,32,1024,256,256,128,2,32765878,7.37743
10764,32,1024,256,256,128,4,30451204,8.12818
10765,32,1024,256,256,128,6,29903760,12.5912
10766,32,1024,256,256,128,8,30565428,18.2822
10767,32,1024,256,256,256,2,32765878,7.43076
10768,32,1024,256,256,256,4,30451204,8.27012
10769,32,1024,256,256,256,6,29903760,16.1088
10770,32,1024,256,256,256,8,30565428,25.6479
10771,32,1024,256,256,512,2,32765878,8.10087
10772,32,1024,256,256,512,4,30451204,10.7442
10773,32,1024,256,256,512,6,29903760,17.9513
10774,32,1024,256,256,512,8,30565428,29.3181
10775,32,1024,256,256,1024,2,32765878,8.30711
10776,32,1024,256,256,1024,4,30451204,11.8766
10777,32,1024,256,256,1024,6,29903760,22.9858
10778,32,1024,256,256,1024,8,30565428,145.881
10779,32,1024,256,256,2048,2,32765878,8.65935
10780,32,1024,256,256,2048,4,30451204,12.8694
10781,32,1024,256,512,64,2,32778263,9.01778
10782,32,1024,256,512,64,4,30927552,9.72373
10783,32,1024,256,512,64,6,31562849,14.1246
10784,32,1024,256,512,64,8,28884842,19.7334
10785,32,1024,256,512,128,2,32765878,9.0506
10786,32,1024,256,512,128,4,30451204,9.80087
10787,32,1024,256,512,128,6,29903760,14.2626
10788,32,1024,256,512,128,8,30565428,19.9525
10789,32,1024,256,512,256,2,32765878,9.10505
10790,32,1024,256,512,256,4,30451204,9.94382
10791,32,1024,256,512,256,6,29903760,17.7805
10792,32,1024,256,512,256,8,30565428,27.318
10793,32,1024,256,512,512,2,32765878,9.7758
10794,32,1024,256,512,512,4,30451204,12.418
10795,32,1024,256,512,512,6,29903760,19.6235
10796,32,1024,256,512,512,8,30565428,30.9884
10797,32,1024,256,512,1024,2,32765878,9.98299
10798,32,1024,256,512,1024,4,30451204,13.5506
10799,32,1024,256,512,1024,6,29903760,24.6571
10800,32,1024,256,512,1024,8,30565428,147.547
10801,32,1024,256,512,2048,2,32765878,10.3361
10802,32,1024,256,512,2048,4,30451204,14.5438
10803,32,1024,256,1024,64,2,32778263,9.24176
10804,32,1024,256,1024,64,4,30927552,9.94766
10805,32,1024,256,1024,64,6,31562849,14.3483
10806,32,1024,256,1024,64,8,28884842,19.957
10807,32,1024,256,1024,128,2,32765878,9.2748
10808,32,1024,256,1024,128,4,30451204,10.025
10809,32,1024,256,1024,128,6,29903760,14.4866
10810,32,1024,256,1024,128,8,30565428,20.1764
10811,32,1024,256,1024,256,2,32765878,9.32946
10812,32,1024,256,1024,256,4,30451204,10.1682
10813,32,1024,256,1024,256,6,29903760,18.0045
10814,32,1024,256,1024,256,8,30565428,27.5418
10815,32,1024,256,1024,512,2,32765878,10.0004
10816,32,1024,256,1024,512,4,30451204,12.6425
10817,32,1024,256,1024,512,6,29903760,19.8477
10818,32,1024,256,1024,512,8,30565428,31.2124
10819,32,1024,256,1024,1024,2,32765878,10.2077
10820,32,1024,256,1024,1024,4,30451204,13.7751
10821,32,1024,256,1024,1024,6,29903760,24.8813
10822,32,1024,256,1024,1024,8,30565428,147.77
10823,32,1024,256,1024,2048,2,32765878,10.561
10824,32,1024,256,1024,2048,4,30451204,14.7685
10825,32,1024,512,16,64,2,32383099,8.94
10826,32,1024,512,16,64,4,30858104,9.64597
10827,32,1024,512,16,64,6,29983843,14.0469
10828,32,1024,512,16,64,8,31549333,19.6557
10829,32,1024,512,16,128,2,31019048,8.97262
10830,32,1024,512,16,128,4,30937118,9.72291
10831,32,1024,512,16,128,6,29966714,14.1847
10832,32,1024,512,16,128,8,31519062,19.8747
10833,32,1024,512,16,256,2,31019048,9.02687
10834,32,1024,512,16,256,4,30937118,9.86567
10835,32,1024,512,16,256,6,29966714,17.7024
10836,32,1024,512,16,256,8,31519062,27.2399
10837,32,1024,512,16,512,2,31019048,9.69744
10838,32,1024,512,16,512,4,30937118,12.3397
10839,32,1024,512,16,512,6,29966714,19.5452
10840,32,1024,512,16,512,8,31519062,30.9102
10841,32,1024,512,16,1024,2,31019048,9.90443
10842,32,1024,512,16,1024,4,30937118,13.4721
10843,32,1024,512,16,1024,6,29966714,24.5788
10844,32,1024,512,16,1024,8,31519062,147.469
10845,32,1024,512,16,2048,2,31019048,10.2573
10846,32,1024,512,16,2048,4,30937118,14.4652
10847,32,1024,512,64,64,2,32778263,8.95754
10848,32,1024,512,64,64,4,30927552,9.6635
10849,32,1024,512,64,64,6,31566145,14.0644
10850,32,1024,512,64,64,8,28885374,19.6732
10851,32,1024,512,64,128,2,32765878,8.9902
10852,32,1024,512,64,128,4,30451204,9.74048
10853,32,1024,512,64,128,6,29904677,14.2022
10854,32,1024,512,64,128,8,30565434,19.8922
10855,32,1024,512,64,256,2,32765878,9.04449
10856,32,1024,512,64,256,4,30451204,9.88328
10857,32,1024,512,64,256,6,29904677,17.72
10858,32,1024,512,64,256,8,30565434,27.2575
10859,32,1024,512,64,512,2,32765878,9.71509
10860,32,1024,512,64,512,4,30451204,12.3574
10861,32,1024,512,64,512,6,29904677,19.5629
10862,32,1024,512,64,512,8,30565434,30.9279
10863,32,1024,512,64,1024,2,32765878,9.92213
10864,32,1024,512,64,1024,4,30451204,13.4898
10865,32,1024,512,64,1024,6,29904677,24.5964
10866,32,1024,512,64,1024,8,30565434,147.486
10867,32,1024,512,64,2048,2,32765878,10.275
10868,32,1024,512,64,2048,4,30451204,14.4829
10869,32,1024,512,128,64,2,32778263,8.97812
10870,32,1024,512,128,64,4,30927552,9.68408
10871,32,1024,512,128,64,6,31566145,14.0849
10872,32,1024,512,128,64,8,30592676,19.6938
10873,32,1024,512,128,128,2,32765878,9.01084
10874,32,1024,512,128,128,4,30451204,9.76112
10875,32,1024,512,128,128,6,29904657,14.2229
10876,32,1024,512,128,128,8,31564226,19.9128
10877,32,1024,512,128,256,2,32765878,9.06518
10878,32,1024,512,128,256,4,30451204,9.90397
10879,32,1024,512,128,256,6,29904657,17.7406
10880,32,1024,512,128,256,8,31564226,27.2782
10881,32,1024,512,128,512,2,32765878,9.73584
10882,32,1024,512,128,512,4,30451204,12.3781
10883,32,1024,512,128,512,6,29904657,19.5836
10884,32,1024,512,128,512,8,31564226,30.9486
10885,32,1024,512,128,1024,2,32765878,9.94292
10886,32,1024,512,128,1024,4,30451204,13.5106
10887,32,1024,512,128,1024,6,29904657,24.6172
10888,32,1024,512,128,1024,8,31564226,147.507
10889,32,1024,512,128,2048,2,32765878,10.2959
10890,32,1024,512,128,2048,4,30451204,14.5037
10891,32,1024,512,256,64,2,32778263,9.01778
10892,32,1024,512,256,64,4,30927552,9.72373
10893,32,1024,512,256,64,6,31562849,14.1246
10894,32,1024,512,256,64,8,28884842,19.7334
10895,32,1024,512,256,128,2,32765878,9.0506
10896,32,1024,512,256,128,4,30451204,9.80087
10897,32,1024,512,256,128,6,29903760,14.2626
10898,32,1024,512,256,128,8,30565428,19.9525
10899,32,1024,512,256,256,2,32765878,9.10505
10900,32,1024,512,256,256,4,30451204,9.94382
10901,32,1024,512,256,256,6,29903760,17.7805
10902,32,1024,512,256,256,8,30565428,27.318
10903,32,1024,512,256,512,2,32765878,9.7758
10904,32,1024,512,256,512,4,30451204,12.418
10905,32,1024,512,256,512,6,29903760,19.6235
10906,32,1024,512,256,512,8,30565428,30.9884
10907,32,1024,512,256,1024,2,32765878,9.98299
10908,32,1024,512,256,1024,4,30451204,13.5506
10909,32,1024,512,256,1024,6,29903760,24.6571
10910,32,1024,512,256,1024,8,30565428,147.547
10911,32,1024,512,256,2048,2,32765878,10.3361
10912,32,1024,512,256,2048,4,30451204,14.5438
10913,32,1024,512,512,64,2,32778263,10.688
10914,32,1024,512,512,64,4,30927552,11.3936
10915,32,1024,512,512,64,6,31562849,15.7934
10916,32,1024,512,512,64,8,28884842,21.4014
10917,32,1024,512,512,128,2,32765878,10.722
10918,32,1024,512,512,128,4,30451204,11.4718
10919,32,1024,512,512,128,6,29903760,15.9325
10920,32,1024,512,512,128,8,30565428,21.6215
10921,32,1024,512,512,256,2,32765878,10.7776
10922,32,1024,512,512,256,4,30451204,11.6158
10923,32,1024,512,512,256,6,29903760,19.4508
10924,32,1024,512,512,256,8,30565428,28.987
10925,32,1024,512,512,512,2,32765878,11.449
10926,32,1024,512,512,512,4,30451204,14.0904
10927,32,1024,512,512,512,6,29903760,21.2944
10928,32,1024,512,512,512,8,30565428,32.6578
10929,32,1024,512,512,1024,2,32765878,11.6572
10930,32,1024,512,512,1024,4,30451204,15.2233
10931,32,1024,512,512,1024,6,29903760,26.3275
10932,32,1024,512,512,1024,8,30565428,149.212
10933,32,1024,512,512,2048,2,32765878,12.0112
10934,32,1024,512,512,2048,4,30451204,16.217
10935,32,1024,512,1024,64,2,32778263,10.9117
10936,32,1024,512,1024,64,4,30927552,11.6173
10937,32,1024,512,1024,64,6,31562849,16.017
10938,32,1024,512,1024,64,8,28884842,21.6248
10939,32,1024,512,1024,128,2,32765878,10.9459
10940,32,1024,512,1024,128,4,30451204,11.6958
10941,32,1024,512,1024,128,6,29903760,16.1563
10942,32,1024,512,1024,128,8,30565428,21.8452
10943,32,1024,512,1024,256,2,32765878,11.0017
10944,32,1024,512,1024,256,4,30451204,11.84
10945,32,1024,512,1024,256,6,29903760,19.6747
10946,32,1024,512,1024,256,8,30565428,29.2107
10947,32,1024,512,1024,512,2,32765878,11.6734
10948,32,1024,512,1024,512,4,30451204,14.3146
10949,32,1024,512,1024,512,6,29903760,21.5184
10950,32,1024,512,1024,512,8,30565428,32.8816
10951,32,1024,512,1024,1024,2,32765878,11.8818
10952,32,1024,512,1024,1024,4,30451204,15.4476
10953,32,1024,512,1024,1024,6,29903760,26.5515
10954,32,1024,512,1024,1024,8,30565428,149.435
10955,32,1024,512,1024,2048,2,32765878,12.2359
10956,32,1024,512,1024,2048,4,30451204,16.4415
10957,32,1024,1024,16,64,2,32383099,9.164
10958,32,1024,1024,16,64,4,30858104,9.86991
10959,32,1024,1024,16,64,6,29983843,14.2706
10960,32,1024,1024,16,64,8,31549333,19.8794
10961,32,1024,1024,16,128,2,31019048,9.19683
10962,32,1024,1024,16,128,4,30937118,9.94706
10963,32,1024,1024,16,128,6,29966714,14.4087
10964,32,1024,1024,16,128,8,31519062,20.0985
10965,32,1024,1024,16,256,2,31019048,9.2513
10966,32,1024,1024,16,256,4,30937118,10.09
10967,32,1024,1024,16,256,6,29966714,17.9265
10968,32,1024,1024,16,256,8,31519062,27.4638
10969,32,1024,1024,16,512,2,31019048,9.92201
10970,32,1024,1024,16,512,4,30937118,12.5641
10971,32,1024,1024,16,512,6,29966714,19.7694
10972,32,1024,1024,16,512,8,31519062,31.1342
10973,32,1024,1024,16,1024,2,31019048,10.1292
10974,32,1024,1024,16,1024,4,30937118,13.6966
10975,32,1024,1024,16,1024,6,29966714,24.8029
10976,32,1024,1024,16,1024,8,31519062,147.692
10977,32,1024,1024,16,2048,2,31019048,10.4822
10978,32,1024,1024,16,2048,4,30937118,14.6898
10979,32,1024,1024,64,64,2,32778263,9.18153
10980,32,1024,1024,64,64,4,30927552,9.88743
10981,32,1024,1024,64,64,6,31566145,14.2882
10982,32,1024,1024,64,64,8,28885374,19.8969
10983,32,1024,1024,64,128,2,32765878,9.21441
10984,32,1024,1024,64,128,4,30451204,9.96463
10985,32,1024,1024,64,128,6,29904677,14.4262
10986,32,1024,1024,64,128,8,30565434,20.1161
10987,32,1024,1024,64,256,2,32765878,9.26891
10988,32,1024,1024,64,256,4,30451204,10.1076
10989,32,1024,1024,64,256,6,29904677,17.944
10990,32,1024,1024,64,256,8,30565434,27.4814
10991,32,1024,1024,64,512,2,32765878,9.93966
10992,32,1024,1024,64,512,4,30451204,12.5818
10993,32,1024,1024,64,512,6,29904677,19.7871
10994,32,1024,1024,64,512,8,30565434,31.1518
10995,32,1024,1024,64,1024,2,32765878,10.1469
10996,32,1024,1024,64,1024,4,30451204,13.7143
10997,32,1024,1024,64,1024,6,29904677,24.8206
10998,32,1024,1024,64,1024,8,30565434,147.71
10999,32,1024,1024,64,2048,2,32765878,10.5
11000,32,1024,1024,64,2048,4,30451204,14.7075
11001,32,1024,1024,128,64,2,32778263,9.20211
11002,32,1024,1024,128,64,4,30927552,9.90801
11003,32,1024,1024,128,64,6,31566145,14.3087
11004,32,1024,1024,128,64,8,30592676,19.9174
11005,32,1024,1024,128,128,2,32765878,9.23504
11006,32,1024,1024,128,128,4,30451204,9.98526
11007,32,1024,1024,128,128,6,29904657,14.4469
11008,32,1024,1024,128,128,8,31564226,20.1367
11009,32,1024,1024,128,256,2,32765878,9.2896
11010,32,1024,1024,128,256,4,30451204,10.1283
11011,32,1024,1024,128,256,6,29904657,17.9647
11012,32,1024,1024,128,256,8,31564226,27.502
11013,32,1024,1024,128,512,2,32765878,9.9604
11014,32,1024,1024,128,512,4,30451204,12.6025
11015,32,1024,1024,128,512,6,29904657,19.8078
11016,32,1024,1024,128,512,8,31564226,31.1725
11017,32,1024,1024,128,1024,2,32765878,10.1677
11018,32,1024,1024,128,1024,4,30451204,13.7351
11019,32,1024,1024,128,1024,6,29904657,24.8413
11020,32,1024,1024,128,1024,8,31564226,147.73
11021,32,1024,1024,128,2048,2,32765878,10.5208
11022,32,1024,1024,128,2048,4,30451204,14.7283
11023,32,1024,1024,256,64,2,32778263,9.24176
11024,32,1024,1024,256,64,4,30927552,9.94766
11025,32,1024,1024,256,64,6,31562849,14.3483
11026,32,1024,1024,256,64,8,28884842,19.957
11027,32,1024,1024,256,128,2,32765878,9.2748
11028,32,1024,1024,256,128,4,30451204,10.025
11029,32,1024,1024,256,128,6,29903760,14.4866
11030,32,1024,1024,256,128,8,30565428,20.1764
11031,32,1024,1024,256,256,2,32765878,9.32946
11032,32,1024,1024,256,256,4,30451204,10.1682
11033,32,1024,1024,256,256,6,29903760,18.0045
11034,32,1024,1024,256,256,8,30565428,27.5418
11035,32,1024,1024,256,512,2,32765878,10.0004
11036,32,1024,1024,256,512,4,30451204,12.6425
11037,32,1024,1024,256,512,6,29903760,19.8477
11038,32,1024,1024,256,512,8,30565428,31.2124
11039,32,1024,1024,256,1024,2,32765878,10.2077
11040,32,1024,1024,256,1024,4,30451204,13.7751
11041,32,1024,1024,256,1024,6,29903760,24.8813
11042,32,1024,1024,256,1024,8,30565428,147.77
11043,32,1024,1024,256,2048,2,32765878,10.561
11044,32,1024,1024,256,2048,4,30451204,14.7685
11045,32,1024,1024,512,64,2,32778263,10.9117
11046,32,1024,1024,512,64,4,30927552,11.6173
11047,32,1024,1024,512,64,6,31562849,16.017
11048,32,1024,1024,512,64,8,28884842,21.6248
11049,32,1024,1024,512,128,2,32765878,10.9459
11050,32,1024,1024,512,128,4,30451204,11.6958
11051,32,1024,1024,512,128,6,29903760,16.1563
11052,32,1024,1024,512,128,8,30565428,21.8452
11053,32,1024,1024,512,256,2,32765878,11.0017
11054,32,1024,1024,512,256,4,30451204,11.84
11055,32,1024,1024,512,256,6,29903760,19.6747
11056,32,1024,1024,512,256,8,30565428,29.2107
11057,32,1024,1024,512,512,2,32765878,11.6734
11058,32,1024,1024,512,512,4,30451204,14.3146
11059,32,1024,1024,512,512,6,29903760,21.5184
11060,32,1024,1024,512,512,8,30565428,32.8816
11061,32,1024,1024,512,1024,2,32765878,11.8818
11062,32,1024,1024,512,1024,4,30451204,15.4476
11063,32,1024,1024,512,1024,6,29903760,26.5515
11064,32,1024,1024,512,1024,8,30565428,149.435
11065,32,1024,1024,512,2048,2,32765878,12.2359
11066,32,1024,1024,512,2048,4,30451204,16.4415
11067,32,1024,1024,1024,64,2,32778263,11.1355
11068,32,1024,1024,1024,64,4,30927552,11.841
11069,32,1024,1024,1024,64,6,31562849,16.2406
11070,32,1024,1024,1024,64,8,28884842,21.8482
11071,32,1024,1024,1024,128,2,32765878,11.1699
11072,32,1024,1024,1024,128,4,30451204,11.9196
11073,32,1024,1024,1024,128,6,29903760,16.3801
11074,32,1024,1024,1024,128,8,30565428,22.0688
11075,32,1024,1024,1024,256,2,32765878,11.2259
11076,32,1024,1024,1024,256,4,30451204,12.0641
11077,32,1024,1024,1024,256,6,29903760,19.8985
11078,32,1024,1024,1024,256,8,30565428,29.4344
11079,32,1024,1024,1024,512,2,32765878,11.8977
11080,32,1024,1024,1024,512,4,30451204,14.5388
11081,32,1024,1024,1024,512,6,29903760,21.7424
11082,32,1024,1024,1024,512,8,30565428,33.1054
11083,32,1024,1024,1024,1024,2,32765878,12.1063
11084,32,1024,1024,1024,1024,4,30451204,15.6719
11085,32,1024,1024,1024,1024,6,29903760,26.7755
11086,32,1024,1024,1024,1024,8,30565428,149.659
11087,32,1024,1024,1024,2048,2,32765878,12.4606
11088,32,1024,1024,1024,2048,4,30451204,16.6659
11089,64,16,16,16,64,2,29273251,7.00601
11090,64,16,16,16,64,4,29573140,7.52536
11091,64,16,16,16,64,6,31211458,8.32685
11092,64,16,16,16,64,8,29372535,9.46825
11093,64,16,16,16,128,2,29584640,7.03692
11094,64,16,16,16,128,4,29538274,7.60043
11095,64,16,16,16,128,6,30235260,8.46249
11096,64,16,16,16,128,8,29438272,9.68486
11097,64,16,16,16,256,2,29584640,7.0895
11098,64,16,16,16,256,4,29538274,7.74143
11099,64,16,16,16,256,6,30235260,11.9794
11100,64,16,16,16,256,8,29438272,17.0502
11101,64,16,16,16,512,2,29584640,7.75053
11102,64,16,16,16,512,4,29538274,10.1923
11103,64,16,16,16,512,6,30235260,12.9098
11104,64,16,16,16,512,8,29438272,18.7627
11105,64,16,16,16,1024,2,29584640,7.95604
11106,64,16,16,16,1024,4,29538274,11.3239
11107,64,16,16,16,1024,6,30235260,17.9443
11108,64,16,16,16,1024,8,29438272,135.331
11109,64,16,16,16,2048,2,29584640,8.30757
11110,64,16,16,16,2048,4,29538274,12.3159
11111,64,16,16,64,64,2,30076369,7.02356
11112,64,16,16,64,64,4,29525996,7.54291
11113,64,16,16,64,64,6,28451546,8.34439
11114,64,16,16,64,64,8,31573235,9.48579
11115,64,16,16,64,128,2,30084060,7.05452
11116,64,16,16,64,128,4,29526880,7.61802
11117,64,16,16,64,128,6,29270488,8.48007
11118,64,16,16,64,128,8,30226882,9.70244
11119,64,16,16,64,256,2,30084060,7.10714
11120,64,16,16,64,256,4,29526880,7.75906
11121,64,16,16,64,256,6,29270488,11.997
11122,64,16,16,64,256,8,30226882,17.0678
11123,64,16,16,64,512,2,30084060,7.7682
11124,64,16,16,64,512,4,29526880,10.2099
11125,64,16,16,64,512,6,29270488,12.9274
11126,64,16,16,64,512,8,30226882,18.7803
11127,64,16,16,64,1024,2,30084060,7.97375
11128,64,16,16,64,1024,4,29526880,11.3416
11129,64,16,16,64,1024,6,29270488,17.962
11130,64,16,16,64,1024,8,30226882,135.348
11131,64,16,16,64,2048,2,30084060,8.32533
11132,64,16,16,64,2048,4,29526880,12.3336
11133,64,16,16,128,64,2,30070739,7.04417
11134,64,16,16,128,64,4,29525996,7.56352
11135,64,16,16,128,64,6,28451518,8.36499
11136,64,16,16,128,64,8,31573219,9.50638
11137,64,16,16,128,128,2,30083950,7.07518
11138,64,16,16,128,128,4,29525714,7.63868
11139,64,16,16,128,128,6,29270454,8.50072
11140,64,16,16,128,128,8,30226140,9.72308
11141,64,16,16,128,256,2,30083950,7.12786
11142,64,16,16,128,256,4,29525714,7.77977
11143,64,16,16,128,256,6,29270454,12.0177
11144,64,16,16,128,256,8,30226140,17.0885
11145,64,16,16,128,512,2,30083950,7.78896
11146,64,16,16,128,512,4,29525714,10.2307
11147,64,16,16,128,512,6,29270454,12.9482
11148,64,16,16,128,512,8,30226140,18.8011
11149,64,16,16,128,1024,2,30083950,7.99456
11150,64,16,16,128,1024,4,29525714,11.3624
11151,64,16,16,128,1024,6,29270454,17.9828
11152,64,16,16,128,1024,8,30226140,135.369
11153,64,16,16,128,2048,2,30083950,8.34619
11154,64,16,16,128,2048,4,29525714,12.3545
11155,64,16,16,256,64,2,30070739,7.08388
11156,64,16,16,256,64,4,29525996,7.60321
11157,64,16,16,256,64,6,28448658,8.40467
11158,64,16,16,256,64,8,31573219,9.54604
11159,64,16,16,256,128,2,30083950,7.11499
11160,64,16,16,256,128,4,29525714,7.67848
11161,64,16,16,256,128,6,29270454,8.54051
11162,64,16,16,256,128,8,30226024,9.76285
11163,64,16,16,256,256,2,30083950,7.16777
11164,64,16,16,256,256,4,29525714,7.81967
11165,64,16,16,256,256,6,29270454,12.0575
11166,64,16,16,256,256,8,30226024,17.1283
