Experiment Number,ROB Size,IQ Size,LQ Size,SQ Size,Number of Physical Registers,CPU Fetch Width,Number of Cycles,Power
31017,1024,32,64,1024,1024,4,29495757,13.5359
31018,1024,32,64,1024,1024,6,29006842,20.3677
31019,1024,32,64,1024,1024,8,30155380,138.033
31020,1024,32,64,1024,2048,4,29495757,14.5288
31021,1024,32,128,16,64,2,32379067,7.12037
31022,1024,32,128,16,64,4,30412320,7.77997
31023,1024,32,128,16,64,6,30810973,8.79605
31024,1024,32,128,16,64,8,29744297,10.2267
31025,1024,32,128,16,128,4,28970431,7.85544
31026,1024,32,128,16,128,6,31611115,8.93218
31027,1024,32,128,16,128,8,31906672,10.4439
31028,1024,32,128,16,256,4,28970431,7.99682
31029,1024,32,128,16,256,6,31611115,12.4492
31030,1024,32,128,16,256,8,31906672,17.8089
31031,1024,32,128,16,512,4,28970431,10.4479
31032,1024,32,128,16,512,6,31611115,13.3799
31033,1024,32,128,16,512,8,31906672,19.5215
31034,1024,32,128,16,1024,4,28970431,11.5797
31035,1024,32,128,16,1024,6,31611115,18.4142
31036,1024,32,128,16,1024,8,31906672,136.086
31037,1024,32,128,16,2048,4,28970431,12.5719
31038,1024,32,128,64,64,2,30962873,7.13792
31039,1024,32,128,64,64,4,30413582,7.79752
31040,1024,32,128,64,64,6,31479331,8.81359
31041,1024,32,128,64,64,8,30591290,10.2442
31042,1024,32,128,64,128,4,29495797,7.87303
31043,1024,32,128,64,128,6,29006842,8.94976
31044,1024,32,128,64,128,8,29123102,10.4614
31045,1024,32,128,64,256,4,29495779,8.01445
31046,1024,32,128,64,256,6,29006842,12.4668
31047,1024,32,128,64,256,8,29123086,17.8265
31048,1024,32,128,64,512,4,29495779,10.4655
31049,1024,32,128,64,512,6,29006842,13.3976
31050,1024,32,128,64,512,8,29123086,19.5392
31051,1024,32,128,64,1024,4,29495779,11.5974
31052,1024,32,128,64,1024,6,29006842,18.4318
31053,1024,32,128,64,1024,8,29123086,136.104
31054,1024,32,128,64,2048,4,29495779,12.5897
31055,1024,32,128,128,64,2,30962873,7.15853
31056,1024,32,128,128,64,4,30421938,7.81812
31057,1024,32,128,128,64,6,31478569,8.83418
31058,1024,32,128,128,64,8,30590884,10.2648
31059,1024,32,128,128,128,4,29495775,7.89369
31060,1024,32,128,128,128,6,29006832,8.9704
31061,1024,32,128,128,128,8,29123096,10.4821
31062,1024,32,128,128,256,4,29495757,8.03515
31063,1024,32,128,128,256,6,29006832,12.4875
31064,1024,32,128,128,256,8,29123148,17.8472
31065,1024,32,128,128,512,4,29495757,10.4863
31066,1024,32,128,128,512,6,29006832,13.4183
31067,1024,32,128,128,512,8,29123148,19.5599
31068,1024,32,128,128,1024,4,29495757,11.6181
31069,1024,32,128,128,1024,6,29006832,18.4526
31070,1024,32,128,128,1024,8,29123148,136.125
31071,1024,32,128,128,2048,4,29495757,12.6105
31072,1024,32,128,256,64,2,30962873,7.19823
31073,1024,32,128,256,64,4,30421148,7.8578
31074,1024,32,128,256,64,6,31478569,8.87384
31075,1024,32,128,256,64,8,30590884,10.3045
31076,1024,32,128,256,128,4,29495775,7.93348
31077,1024,32,128,256,128,6,29006842,9.01017
31078,1024,32,128,256,128,8,30155380,10.5218
31079,1024,32,128,256,256,4,29495757,8.07505
31080,1024,32,128,256,256,6,29006842,12.5273
31081,1024,32,128,256,256,8,30155380,17.887
31082,1024,32,128,256,512,4,29495757,10.5262
31083,1024,32,128,256,512,6,29006842,13.4583
31084,1024,32,128,256,512,8,30155380,19.5998
31085,1024,32,128,256,1024,4,29495757,11.6582
31086,1024,32,128,256,1024,6,29006842,18.4926
31087,1024,32,128,256,1024,8,30155380,136.165
31088,1024,32,128,256,2048,4,29495757,12.6507
31089,1024,32,128,512,64,2,30962873,8.87029
31090,1024,32,128,512,64,4,30421148,9.52928
31091,1024,32,128,512,64,6,31478569,10.5445
31092,1024,32,128,512,64,8,30590884,11.9741
31093,1024,32,128,512,128,4,29495775,9.60606
31094,1024,32,128,512,128,6,29006842,10.6819
31095,1024,32,128,512,128,8,30155380,12.1925
31096,1024,32,128,512,256,4,29495757,9.74866
31097,1024,32,128,512,256,6,29006842,14.1992
31098,1024,32,128,512,256,8,30155380,19.5574
31099,1024,32,128,512,512,4,29495757,12.2
31100,1024,32,128,512,512,6,29006842,15.1308
31101,1024,32,128,512,512,8,30155380,21.2707
31102,1024,32,128,512,1024,4,29495757,13.3322
31103,1024,32,128,512,1024,6,29006842,20.1642
31104,1024,32,128,512,1024,8,30155380,137.83
31105,1024,32,128,512,2048,4,29495757,14.325
31106,1024,32,128,1024,64,2,30962873,9.09428
31107,1024,32,128,1024,64,4,30421148,9.7532
31108,1024,32,128,1024,64,6,31478569,10.7683
31109,1024,32,128,1024,64,8,30590884,12.1978
31110,1024,32,128,1024,128,4,29495775,9.83019
31111,1024,32,128,1024,128,6,29006842,10.9059
31112,1024,32,128,1024,128,8,30155380,12.4163
31113,1024,32,128,1024,256,4,29495757,9.97298
31114,1024,32,128,1024,256,6,29006842,14.4233
31115,1024,32,128,1024,256,8,30155380,19.7813
31116,1024,32,128,1024,512,4,29495757,12.4244
31117,1024,32,128,1024,512,6,29006842,15.3551
31118,1024,32,128,1024,512,8,30155380,21.4947
31119,1024,32,128,1024,1024,4,29495757,13.5567
31120,1024,32,128,1024,1024,6,29006842,20.3884
31121,1024,32,128,1024,1024,8,30155380,138.054
31122,1024,32,128,1024,2048,4,29495757,14.5496
31123,1024,32,256,16,64,2,32379067,7.16007
31124,1024,32,256,16,64,4,30412320,7.81966
31125,1024,32,256,16,64,6,30810973,8.83572
31126,1024,32,256,16,64,8,29744297,10.2664
31127,1024,32,256,16,128,4,28970431,7.89524
31128,1024,32,256,16,128,6,31611115,8.97195
31129,1024,32,256,16,128,8,31906672,10.4836
31130,1024,32,256,16,256,4,28970431,8.03671
31131,1024,32,256,16,256,6,31611115,12.489
31132,1024,32,256,16,256,8,31906672,17.8487
31133,1024,32,256,16,512,4,28970431,10.4878
31134,1024,32,256,16,512,6,31611115,13.4199
31135,1024,32,256,16,512,8,31906672,19.5615
31136,1024,32,256,16,1024,4,28970431,11.6197
31137,1024,32,256,16,1024,6,31611115,18.4542
31138,1024,32,256,16,1024,8,31906672,136.126
31139,1024,32,256,16,2048,4,28970431,12.6121
31140,1024,32,256,64,64,2,30962873,7.17762
31141,1024,32,256,64,64,4,30413582,7.8372
31142,1024,32,256,64,64,6,31479331,8.85325
31143,1024,32,256,64,64,8,30591290,10.2839
31144,1024,32,256,64,128,4,29495797,7.91282
31145,1024,32,256,64,128,6,29006842,8.98953
31146,1024,32,256,64,128,8,29123102,10.5012
31147,1024,32,256,64,256,4,29495779,8.05434
31148,1024,32,256,64,256,6,29006842,12.5066
31149,1024,32,256,64,256,8,29123086,17.8663
31150,1024,32,256,64,512,4,29495779,10.5055
31151,1024,32,256,64,512,6,29006842,13.4375
31152,1024,32,256,64,512,8,29123086,19.5791
31153,1024,32,256,64,1024,4,29495779,11.6374
31154,1024,32,256,64,1024,6,29006842,18.4718
31155,1024,32,256,64,1024,8,29123086,136.144
31156,1024,32,256,64,2048,4,29495779,12.6298
31157,1024,32,256,128,64,2,30962873,7.19823
31158,1024,32,256,128,64,4,30421938,7.8578
31159,1024,32,256,128,64,6,31478569,8.87384
31160,1024,32,256,128,64,8,30590884,10.3045
31161,1024,32,256,128,128,4,29495775,7.93348
31162,1024,32,256,128,128,6,29006832,9.01017
31163,1024,32,256,128,128,8,29123096,10.5218
31164,1024,32,256,128,256,4,29495757,8.07505
31165,1024,32,256,128,256,6,29006832,12.5273
31166,1024,32,256,128,256,8,29123148,17.887
31167,1024,32,256,128,512,4,29495757,10.5262
31168,1024,32,256,128,512,6,29006832,13.4583
31169,1024,32,256,128,512,8,29123148,19.5998
31170,1024,32,256,128,1024,4,29495757,11.6582
31171,1024,32,256,128,1024,6,29006832,18.4926
31172,1024,32,256,128,1024,8,29123148,136.165
31173,1024,32,256,128,2048,4,29495757,12.6507
31174,1024,32,256,256,64,2,30962873,7.23793
31175,1024,32,256,256,64,4,30421148,7.89749
31176,1024,32,256,256,64,6,31478569,8.91351
31177,1024,32,256,256,64,8,30590884,10.3441
31178,1024,32,256,256,128,4,29495775,7.97327
31179,1024,32,256,256,128,6,29006842,9.04994
31180,1024,32,256,256,128,8,30155380,10.5615
31181,1024,32,256,256,256,4,29495757,8.11494
31182,1024,32,256,256,256,6,29006842,12.5672
31183,1024,32,256,256,256,8,30155380,17.9268
31184,1024,32,256,256,512,4,29495757,10.5662
31185,1024,32,256,256,512,6,29006842,13.4982
31186,1024,32,256,256,512,8,30155380,19.6397
31187,1024,32,256,256,1024,4,29495757,11.6983
31188,1024,32,256,256,1024,6,29006842,18.5326
31189,1024,32,256,256,1024,8,30155380,136.204
31190,1024,32,256,256,2048,4,29495757,12.6908
31191,1024,32,256,512,64,2,30962873,8.90994
31192,1024,32,256,512,64,4,30421148,9.56892
31193,1024,32,256,512,64,6,31478569,10.5841
31194,1024,32,256,512,64,8,30590884,12.0137
31195,1024,32,256,512,128,4,29495775,9.64581
31196,1024,32,256,512,128,6,29006842,10.7216
31197,1024,32,256,512,128,8,30155380,12.2322
31198,1024,32,256,512,256,4,29495757,9.78851
31199,1024,32,256,512,256,6,29006842,14.239
31200,1024,32,256,512,256,8,30155380,19.5972
31201,1024,32,256,512,512,4,29495757,12.2399
31202,1024,32,256,512,512,6,29006842,15.1707
31203,1024,32,256,512,512,8,30155380,21.3105
31204,1024,32,256,512,1024,4,29495757,13.3722
31205,1024,32,256,512,1024,6,29006842,20.2042
31206,1024,32,256,512,1024,8,30155380,137.87
31207,1024,32,256,512,2048,4,29495757,14.3651
31208,1024,32,256,1024,64,2,30962873,9.13393
31209,1024,32,256,1024,64,4,30421148,9.79284
31210,1024,32,256,1024,64,6,31478569,10.8079
31211,1024,32,256,1024,64,8,30590884,12.2374
31212,1024,32,256,1024,128,4,29495775,9.86993
31213,1024,32,256,1024,128,6,29006842,10.9456
31214,1024,32,256,1024,128,8,30155380,12.456
31215,1024,32,256,1024,256,4,29495757,10.0128
31216,1024,32,256,1024,256,6,29006842,14.4631
31217,1024,32,256,1024,256,8,30155380,19.8211
31218,1024,32,256,1024,512,4,29495757,12.4643
31219,1024,32,256,1024,512,6,29006842,15.395
31220,1024,32,256,1024,512,8,30155380,21.5346
31221,1024,32,256,1024,1024,4,29495757,13.5967
31222,1024,32,256,1024,1024,6,29006842,20.4284
31223,1024,32,256,1024,1024,8,30155380,138.094
31224,1024,32,256,1024,2048,4,29495757,14.5897
31225,1024,32,512,16,64,2,32379067,8.83217
31226,1024,32,512,16,64,4,30412320,9.49117
31227,1024,32,512,16,64,6,30810973,10.5064
31228,1024,32,512,16,64,8,29744297,11.9361
31229,1024,32,512,16,128,4,28970431,9.56786
31230,1024,32,512,16,128,6,31611115,10.6437
31231,1024,32,512,16,128,8,31906672,12.1543
31232,1024,32,512,16,256,4,28970431,9.71036
31233,1024,32,512,16,256,6,31611115,14.161
31234,1024,32,512,16,256,8,31906672,19.5191
31235,1024,32,512,16,512,4,28970431,12.1616
31236,1024,32,512,16,512,6,31611115,15.0925
31237,1024,32,512,16,512,8,31906672,21.2323
31238,1024,32,512,16,1024,4,28970431,13.2937
31239,1024,32,512,16,1024,6,31611115,20.1258
31240,1024,32,512,16,1024,8,31906672,137.792
31241,1024,32,512,16,2048,4,28970431,14.2865
31242,1024,32,512,64,64,2,30962873,8.8497
31243,1024,32,512,64,64,4,30413582,9.5087
31244,1024,32,512,64,64,6,31479331,10.5239
31245,1024,32,512,64,64,8,30591290,11.9536
31246,1024,32,512,64,128,4,29495797,9.58543
31247,1024,32,512,64,128,6,29006842,10.6613
31248,1024,32,512,64,128,8,29123102,12.1719
31249,1024,32,512,64,256,4,29495779,9.72797
31250,1024,32,512,64,256,6,29006842,14.1786
31251,1024,32,512,64,256,8,29123086,19.5367
31252,1024,32,512,64,512,4,29495779,12.1793
31253,1024,32,512,64,512,6,29006842,15.1101
31254,1024,32,512,64,512,8,29123086,21.25
31255,1024,32,512,64,1024,4,29495779,13.3114
31256,1024,32,512,64,1024,6,29006842,20.1435
31257,1024,32,512,64,1024,8,29123086,137.81
31258,1024,32,512,64,2048,4,29495779,14.3042
31259,1024,32,512,128,64,2,30962873,8.87029
31260,1024,32,512,128,64,4,30421938,9.52928
31261,1024,32,512,128,64,6,31478569,10.5445
31262,1024,32,512,128,64,8,30590884,11.9741
31263,1024,32,512,128,128,4,29495775,9.60606
31264,1024,32,512,128,128,6,29006832,10.6819
31265,1024,32,512,128,128,8,29123096,12.1925
31266,1024,32,512,128,256,4,29495757,9.74866
31267,1024,32,512,128,256,6,29006832,14.1992
31268,1024,32,512,128,256,8,29123148,19.5574
31269,1024,32,512,128,512,4,29495757,12.2
31270,1024,32,512,128,512,6,29006832,15.1308
31271,1024,32,512,128,512,8,29123148,21.2707
31272,1024,32,512,128,1024,4,29495757,13.3322
31273,1024,32,512,128,1024,6,29006832,20.1642
31274,1024,32,512,128,1024,8,29123148,137.83
31275,1024,32,512,128,2048,4,29495757,14.325
31276,1024,32,512,256,64,2,30962873,8.90994
31277,1024,32,512,256,64,4,30421148,9.56892
31278,1024,32,512,256,64,6,31478569,10.5841
31279,1024,32,512,256,64,8,30590884,12.0137
31280,1024,32,512,256,128,4,29495775,9.64581
31281,1024,32,512,256,128,6,29006842,10.7216
31282,1024,32,512,256,128,8,30155380,12.2322
31283,1024,32,512,256,256,4,29495757,9.78851
31284,1024,32,512,256,256,6,29006842,14.239
31285,1024,32,512,256,256,8,30155380,19.5972
31286,1024,32,512,256,512,4,29495757,12.2399
31287,1024,32,512,256,512,6,29006842,15.1707
31288,1024,32,512,256,512,8,30155380,21.3105
31289,1024,32,512,256,1024,4,29495757,13.3722
31290,1024,32,512,256,1024,6,29006842,20.2042
31291,1024,32,512,256,1024,8,30155380,137.87
31292,1024,32,512,256,2048,4,29495757,14.3651
31293,1024,32,512,512,64,2,30962873,10.5802
31294,1024,32,512,512,64,4,30421148,11.2387
31295,1024,32,512,512,64,6,31478569,12.2532
31296,1024,32,512,512,64,8,30590884,13.682
31297,1024,32,512,512,128,4,29495775,11.3167
31298,1024,32,512,512,128,6,29006842,12.3918
31299,1024,32,512,512,128,8,30155380,13.9014
31300,1024,32,512,512,256,4,29495757,11.4604
31301,1024,32,512,512,256,6,29006842,15.9095
31302,1024,32,512,512,256,8,30155380,21.2664
31303,1024,32,512,512,512,4,29495757,13.9122
31304,1024,32,512,512,512,6,29006842,16.842
31305,1024,32,512,512,512,8,30155380,22.9803
31306,1024,32,512,512,1024,4,29495757,15.0448
31307,1024,32,512,512,1024,6,29006842,21.8748
31308,1024,32,512,512,1024,8,30155380,139.536
31309,1024,32,512,512,2048,4,29495757,16.0382
31310,1024,32,512,1024,64,2,30962873,10.8039
31311,1024,32,512,1024,64,4,30421148,11.4624
31312,1024,32,512,1024,64,6,31478569,12.4768
31313,1024,32,512,1024,64,8,30590884,13.9055
31314,1024,32,512,1024,128,4,29495775,11.5406
31315,1024,32,512,1024,128,6,29006842,12.6156
31316,1024,32,512,1024,128,8,30155380,14.1251
31317,1024,32,512,1024,256,4,29495757,11.6845
31318,1024,32,512,1024,256,6,29006842,16.1335
31319,1024,32,512,1024,256,8,30155380,21.4901
31320,1024,32,512,1024,512,4,29495757,14.1364
31321,1024,32,512,1024,512,6,29006842,17.066
31322,1024,32,512,1024,512,8,30155380,23.2042
31323,1024,32,512,1024,1024,4,29495757,15.2691
31324,1024,32,512,1024,1024,6,29006842,22.0989
31325,1024,32,512,1024,1024,8,30155380,139.759
31326,1024,32,512,1024,2048,4,29495757,16.2627
31327,1024,32,1024,16,64,2,32379067,9.05616
31328,1024,32,1024,16,64,4,30412320,9.71509
31329,1024,32,1024,16,64,6,30810973,10.7302
31330,1024,32,1024,16,64,8,29744297,12.1597
31331,1024,32,1024,16,128,4,28970431,9.79199
31332,1024,32,1024,16,128,6,31611115,10.8677
31333,1024,32,1024,16,128,8,31906672,12.3782
31334,1024,32,1024,16,256,4,28970431,9.93469
31335,1024,32,1024,16,256,6,31611115,14.3851
31336,1024,32,1024,16,256,8,31906672,19.743
31337,1024,32,1024,16,512,4,28970431,12.386
31338,1024,32,1024,16,512,6,31611115,15.3167
31339,1024,32,1024,16,512,8,31906672,21.4564
31340,1024,32,1024,16,1024,4,28970431,13.5182
31341,1024,32,1024,16,1024,6,31611115,20.35
31342,1024,32,1024,16,1024,8,31906672,138.016
31343,1024,32,1024,16,2048,4,28970431,14.5111
31344,1024,32,1024,64,64,2,30962873,9.0737
31345,1024,32,1024,64,64,4,30413582,9.73262
31346,1024,32,1024,64,64,6,31479331,10.7477
31347,1024,32,1024,64,64,8,30591290,12.1773
31348,1024,32,1024,64,128,4,29495797,9.80956
31349,1024,32,1024,64,128,6,29006842,10.8853
31350,1024,32,1024,64,128,8,29123102,12.3957
31351,1024,32,1024,64,256,4,29495779,9.9523
31352,1024,32,1024,64,256,6,29006842,14.4027
31353,1024,32,1024,64,256,8,29123086,19.7606
31354,1024,32,1024,64,512,4,29495779,12.4037
31355,1024,32,1024,64,512,6,29006842,15.3343
31356,1024,32,1024,64,512,8,29123086,21.474
31357,1024,32,1024,64,1024,4,29495779,13.5359
31358,1024,32,1024,64,1024,6,29006842,20.3677
31359,1024,32,1024,64,1024,8,29123086,138.033
31360,1024,32,1024,64,2048,4,29495779,14.5288
31361,1024,32,1024,128,64,2,30962873,9.09428
31362,1024,32,1024,128,64,4,30421938,9.7532
31363,1024,32,1024,128,64,6,31478569,10.7683
31364,1024,32,1024,128,64,8,30590884,12.1978
31365,1024,32,1024,128,128,4,29495775,9.83019
31366,1024,32,1024,128,128,6,29006832,10.9059
31367,1024,32,1024,128,128,8,29123096,12.4163
31368,1024,32,1024,128,256,4,29495757,9.97298
31369,1024,32,1024,128,256,6,29006832,14.4233
31370,1024,32,1024,128,256,8,29123148,19.7813
31371,1024,32,1024,128,512,4,29495757,12.4244
31372,1024,32,1024,128,512,6,29006832,15.3551
31373,1024,32,1024,128,512,8,29123148,21.4947
31374,1024,32,1024,128,1024,4,29495757,13.5567
31375,1024,32,1024,128,1024,6,29006832,20.3884
31376,1024,32,1024,128,1024,8,29123148,138.054
31377,1024,32,1024,128,2048,4,29495757,14.5496
31378,1024,32,1024,256,64,2,30962873,9.13393
31379,1024,32,1024,256,64,4,30421148,9.79284
31380,1024,32,1024,256,64,6,31478569,10.8079
31381,1024,32,1024,256,64,8,30590884,12.2374
31382,1024,32,1024,256,128,4,29495775,9.86993
31383,1024,32,1024,256,128,6,29006842,10.9456
31384,1024,32,1024,256,128,8,30155380,12.456
31385,1024,32,1024,256,256,4,29495757,10.0128
31386,1024,32,1024,256,256,6,29006842,14.4631
31387,1024,32,1024,256,256,8,30155380,19.8211
31388,1024,32,1024,256,512,4,29495757,12.4643
31389,1024,32,1024,256,512,6,29006842,15.395
31390,1024,32,1024,256,512,8,30155380,21.5346
31391,1024,32,1024,256,1024,4,29495757,13.5967
31392,1024,32,1024,256,1024,6,29006842,20.4284
31393,1024,32,1024,256,1024,8,30155380,138.094
31394,1024,32,1024,256,2048,4,29495757,14.5897
31395,1024,32,1024,512,64,2,30962873,10.8039
31396,1024,32,1024,512,64,4,30421148,11.4624
31397,1024,32,1024,512,64,6,31478569,12.4768
31398,1024,32,1024,512,64,8,30590884,13.9055
31399,1024,32,1024,512,128,4,29495775,11.5406
31400,1024,32,1024,512,128,6,29006842,12.6156
31401,1024,32,1024,512,128,8,30155380,14.1251
31402,1024,32,1024,512,256,4,29495757,11.6845
31403,1024,32,1024,512,256,6,29006842,16.1335
31404,1024,32,1024,512,256,8,30155380,21.4901
31405,1024,32,1024,512,512,4,29495757,14.1364
31406,1024,32,1024,512,512,6,29006842,17.066
31407,1024,32,1024,512,512,8,30155380,23.2042
31408,1024,32,1024,512,1024,4,29495757,15.2691
31409,1024,32,1024,512,1024,6,29006842,22.0989
31410,1024,32,1024,512,1024,8,30155380,139.759
31411,1024,32,1024,512,2048,4,29495757,16.2627
31412,1024,32,1024,1024,64,2,30962873,11.0276
31413,1024,32,1024,1024,64,4,30421148,11.686
31414,1024,32,1024,1024,64,6,31478569,12.7004
31415,1024,32,1024,1024,64,8,30590884,14.129
31416,1024,32,1024,1024,128,4,29495775,11.7645
31417,1024,32,1024,1024,128,6,29006842,12.8393
31418,1024,32,1024,1024,128,8,30155380,14.3488
31419,1024,32,1024,1024,256,4,29495757,11.9086
31420,1024,32,1024,1024,256,6,29006842,16.3573
31421,1024,32,1024,1024,256,8,30155380,21.7139
31422,1024,32,1024,1024,512,4,29495757,14.3606
31423,1024,32,1024,1024,512,6,29006842,17.2901
31424,1024,32,1024,1024,512,8,30155380,23.4281
31425,1024,32,1024,1024,1024,4,29495757,15.4934
31426,1024,32,1024,1024,1024,6,29006842,22.3229
31427,1024,32,1024,1024,1024,8,30155380,139.983
31428,1024,32,1024,1024,2048,4,29495757,16.4871
31429,1024,64,16,16,64,2,32379067,7.08702
31430,1024,64,16,16,64,4,30412320,7.75132
31431,1024,64,16,16,64,6,30810973,8.77441
31432,1024,64,16,16,64,8,29744299,10.2144
31433,1024,64,16,16,128,4,28973117,7.8267
31434,1024,64,16,16,128,6,29420382,8.91045
31435,1024,64,16,16,128,8,29326324,10.4314
31436,1024,64,16,16,256,4,28974653,7.96799
31437,1024,64,16,16,256,6,29420874,12.4274
31438,1024,64,16,16,256,8,29326324,17.7964
31439,1024,64,16,16,512,4,28974653,10.4189
31440,1024,64,16,16,512,6,29420874,13.358
31441,1024,64,16,16,512,8,29326324,19.509
31442,1024,64,16,16,1024,4,28974653,11.5507
31443,1024,64,16,16,1024,6,29420874,18.3922
31444,1024,64,16,16,1024,8,29326324,136.074
31445,1024,64,16,16,2048,4,28974653,12.5429
31446,1024,64,16,64,64,2,30962873,7.10457
31447,1024,64,16,64,64,4,30413582,7.76887
31448,1024,64,16,64,64,6,31479331,8.79195
31449,1024,64,16,64,64,8,30591290,10.2319
31450,1024,64,16,64,128,4,31239805,7.84429
31451,1024,64,16,64,128,6,30234779,8.92802
31452,1024,64,16,64,128,8,30653453,10.449
31453,1024,64,16,64,256,4,31239901,7.98561
31454,1024,64,16,64,256,6,30234947,12.445
31455,1024,64,16,64,256,8,30653695,17.814
31456,1024,64,16,64,512,4,31239901,10.4366
31457,1024,64,16,64,512,6,30234947,13.3757
31458,1024,64,16,64,512,8,30653695,19.5266
31459,1024,64,16,64,1024,4,31239901,11.5684
31460,1024,64,16,64,1024,6,30234947,18.4099
31461,1024,64,16,64,1024,8,30653695,136.091
31462,1024,64,16,64,2048,4,31239901,12.5606
31463,1024,64,16,128,64,2,30962873,7.12518
31464,1024,64,16,128,64,4,29540946,7.78947
31465,1024,64,16,128,64,6,31478569,8.81254
31466,1024,64,16,128,64,8,30590884,10.2525
31467,1024,64,16,128,128,4,31239741,7.86495
31468,1024,64,16,128,128,6,31540791,8.94867
31469,1024,64,16,128,128,8,29276063,10.4696
31470,1024,64,16,128,256,4,31239835,8.00632
31471,1024,64,16,128,256,6,31543025,12.4657
31472,1024,64,16,128,256,8,29276083,17.8347
31473,1024,64,16,128,512,4,31239835,10.4574
31474,1024,64,16,128,512,6,31543025,13.3964
31475,1024,64,16,128,512,8,29276083,19.5473
31476,1024,64,16,128,1024,4,31239835,11.5892
31477,1024,64,16,128,1024,6,31543025,18.4307
31478,1024,64,16,128,1024,8,29276083,136.112
31479,1024,64,16,128,2048,4,31239835,12.5814
31480,1024,64,16,256,64,2,30962873,7.16488
31481,1024,64,16,256,64,4,29540946,7.82916
31482,1024,64,16,256,64,6,31478569,8.8522
31483,1024,64,16,256,64,8,30590882,10.2921
31484,1024,64,16,256,128,4,31239741,7.90474
31485,1024,64,16,256,128,6,31540785,8.98844
31486,1024,64,16,256,128,8,29276031,10.5094
31487,1024,64,16,256,256,4,31239835,8.04622
31488,1024,64,16,256,256,6,31543023,12.5055
31489,1024,64,16,256,256,8,29276087,17.8745
31490,1024,64,16,256,512,4,31239835,10.4973
31491,1024,64,16,256,512,6,31543023,13.4364
31492,1024,64,16,256,512,8,29276087,19.5872
31493,1024,64,16,256,1024,4,31239835,11.6292
31494,1024,64,16,256,1024,6,31543023,18.4707
31495,1024,64,16,256,1024,8,29276087,136.152
31496,1024,64,16,256,2048,4,31239835,12.6216
31497,1024,64,16,512,64,2,30962873,8.83698
31498,1024,64,16,512,64,4,29540946,9.50067
31499,1024,64,16,512,64,6,31478569,10.5229
31500,1024,64,16,512,64,8,30590882,11.9618
31501,1024,64,16,512,128,4,31239741,9.57736
31502,1024,64,16,512,128,6,31540785,10.6602
31503,1024,64,16,512,128,8,29276063,12.1801
31504,1024,64,16,512,256,4,31239835,9.71986
31505,1024,64,16,512,256,6,31543035,14.1774
31506,1024,64,16,512,256,8,29276087,19.5449
31507,1024,64,16,512,512,4,31239835,12.1711
31508,1024,64,16,512,512,6,31543035,15.1089
31509,1024,64,16,512,512,8,29276087,21.2581
31510,1024,64,16,512,1024,4,31239835,13.3032
31511,1024,64,16,512,1024,6,31543035,20.1423
31512,1024,64,16,512,1024,8,29276087,137.818
31513,1024,64,16,512,2048,4,31239835,14.296
31514,1024,64,16,1024,64,2,30962873,9.06098
31515,1024,64,16,1024,64,4,29540946,9.72459
31516,1024,64,16,1024,64,6,31478569,10.7467
31517,1024,64,16,1024,64,8,30590882,12.1855
31518,1024,64,16,1024,128,4,31239741,9.80149
31519,1024,64,16,1024,128,6,31540785,10.8842
31520,1024,64,16,1024,128,8,29276031,12.4039
31521,1024,64,16,1024,256,4,31239835,9.94419
31522,1024,64,16,1024,256,6,31543035,14.4015
31523,1024,64,16,1024,256,8,29276087,19.7688
31524,1024,64,16,1024,512,4,31239835,12.3955
31525,1024,64,16,1024,512,6,31543035,15.3332
31526,1024,64,16,1024,512,8,29276087,21.4821
31527,1024,64,16,1024,1024,4,31239835,13.5277
31528,1024,64,16,1024,1024,6,31543035,20.3665
31529,1024,64,16,1024,1024,8,29276087,138.041
31530,1024,64,16,1024,2048,4,31239835,14.5206
31531,1024,64,64,16,64,2,32379067,7.10457
31532,1024,64,64,16,64,4,30412320,7.76887
31533,1024,64,64,16,64,6,30810973,8.79195
31534,1024,64,64,16,64,8,29744297,10.2319
31535,1024,64,64,16,128,4,29399081,7.84429
31536,1024,64,64,16,128,6,29420384,8.92802
31537,1024,64,64,16,128,8,31553192,10.449
31538,1024,64,64,16,256,4,29399124,7.98561
31539,1024,64,64,16,256,6,29420410,12.445
31540,1024,64,64,16,256,8,31553192,17.814
31541,1024,64,64,16,512,4,29399124,10.4366
31542,1024,64,64,16,512,6,29420410,13.3757
31543,1024,64,64,16,512,8,31553192,19.5266
31544,1024,64,64,16,1024,4,29399124,11.5684
31545,1024,64,64,16,1024,6,29420410,18.4099
31546,1024,64,64,16,1024,8,31553192,136.091
31547,1024,64,64,16,2048,4,29399124,12.5606
31548,1024,64,64,64,64,2,30962873,7.12213
31549,1024,64,64,64,64,4,30413582,7.78642
31550,1024,64,64,64,64,6,31479331,8.80948
31551,1024,64,64,64,64,8,30591290,10.2494
31552,1024,64,64,64,128,4,31702959,7.86188
31553,1024,64,64,64,128,6,29427327,8.9456
31554,1024,64,64,64,128,8,30223351,10.4666
31555,1024,64,64,64,256,4,31703251,8.00324
31556,1024,64,64,64,256,6,29427373,12.4626
31557,1024,64,64,64,256,8,30223149,17.8316
31558,1024,64,64,64,512,4,31703251,10.4543
31559,1024,64,64,64,512,6,29427373,13.3933
31560,1024,64,64,64,512,8,30223149,19.5442
31561,1024,64,64,64,1024,4,31703251,11.5861
31562,1024,64,64,64,1024,6,29427373,18.4276
31563,1024,64,64,64,1024,8,30223149,136.109
